translate_ru,translate_nn,source,article_ru,article_nn
" Кто пробьет эту лиственницу насквозь кулаком, тому она и будет принадлежать.", Тюку харвм’ хуюми’ тырахананда си-тада — тикаюни’ харв ңэңгу.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Русский старик пошел домой., Луца вэсако мяканда хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Говорит своей старухе: — Недавно я встречал старика-чудище., Пухуцяханда ма”нив’: — Ңер” сюдбя вэсаком’ хомбидамзь.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Он говорит: «Завтра будем соревноваться., Ма”нив’: «Хуняна пир-дыртани’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Кто пробьет лиственницу кулаком, тому и будет принадлежать лиственница».", Хуюми’ харвм’ тырахананда ситада — тикани’ харв ңэңгу».,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старуха его говорит: — Теперь просверли эту лиственницу., Пухуцяда ма: — Теда’ харв”яр парэңгана сит.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Затем прикрой корой., Пуна сябтахана талъир.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Завтра ударишь туда кулаком., Хуняна тикан’ ладъир.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Русский старик так и сделал., Вэсако луцар тарем’ мэда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Утром снова пошел к лиственнице., Хубта’ няна ңани’ харваханда хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старик-великан уже там был., Сюдбя вэсако мале тикахана мэвы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Он говорит: — Русский старик, ударь-ка ты."," Сюдбяда манзь ханада: — Луца вэсако, пыдар ладахарт.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Тот ударил в то место, где вчера просверлил.", Няда тёй си”мы яханда ладада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Кулак русского старика показался с другой стороны., Луца вэсако’ тырада няби хэ-вувна поркабтэй”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Как ударит старик-вели-кан кулаком по лиственнице — его кулак даже середины не достиг., Сюдбя вэсакорэй тад харвм’ тырахана питар-манда: тырада ертя ңэсоңгартан’ ни” тэв”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 После этого опять говорит старик-великан снова: — Завтра будем разгадывать своих лошадей., Сюдбя вэсакор тикан-да пуд ңани’ тарем’ ма’: — Хуняна юнуни’ пюръини’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Русский старик со слезами пришел домой., Луца вэсакор мяканда яраць тэвы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старуха его говорит: — Что плачешь?, Пухуцяда маси”: — Ңамгэ ярңан?,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Старик же говорит: — Как же мне не плакать, старик-великан сказал: «Завтра будем разгадывать лошадей»."," Вэсакор маси”: — Ярпа”ни ханядм’, Сюдбя вэсако ма”нисяв’: «Хуняна юну-ни пюңгуни’».",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Какую же лошадь я возьму?, Мань ңамгэ таняна юноми’ ханаңгудм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Я за всю свою жизнь не угадаю его лошадь., Пыда юномда илевани ямбан’ вунив хоңгу”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старуха его говорит: — Завтра я буду лошадью., Пухуцяда маси”: — Хуняна мань юноңэ хантадм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Меня с собой возьмешь., Мань си”ми ханаин.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" У него же простая лошадь — трехногий мамонт, который принадлежал отцу его отца."," Пыда юнода енар” вуни ңа”, нисянда нися’ няхарм’ ңэта’ я’ хоре”яда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Поели, спать легли."," Едамди’ ңамаха’, хонаяха’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Назавтра он привязал свою лошадь неподалеку от лиственницы., Хуняна юномда харв’ някурка’ сярада.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старик-великан уже тут как тут., Сюдбяда мале тюкохона мэвы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Старик-великан говорит: — Разгадай-ка мою лошадь., Сюдбя вэсако манзь ханада: — Мань юноми’ хохорт.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Русский старик так говорит: — Твоя лошадь-то простая, у тебя же трехногий мамонт, который принадлежал отцу твоего отца."," Луца вэсакор пыда тарем’ ма: — Пыдар юнор ңамгэ енар” ңэңгу, нисянд нися’ няхарм’ ңэта янда хоре”э”яраси”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Великан говорит: — Надо же, отгадал!"," Сюдбяр ма”нив’: — Вэй, хорэй!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Русский старик говорит: — Теперь угадай, что у меня за лошадь!", Луца вэсакор ма”нив’: — Теда’ мань юноми хохор”!,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Великан ходит вокруг лошади., Сюдбяр юном’ тэри сюри”леда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Сзади осматривает., Пунда няд манэцетыда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
" Русский говорит: — Эй, не стой сзади, моя лошадь брыкается."," Луцар ма”нив’: — Хэй, пуняна нён ну”, юно”ями енедарцеты.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Тогда старик-великан говорит: — Не могу я отгадать., Сюдбяр тикахавад ма”нив’: — Хось я”амавэ.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Пусть лиственница будет навсегда вашей., Харвари’ пыдари’ ңамгэри’ пилибт” ңэя.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Русские старики так и зажили., Луца вэсакохоюд та’ илелъяха’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
 Конец., Та’ малда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Исхудавший ханты,Вынахалуй хабиця
Когда-то давно жил исхудавший ханты.,Сяхаңгав’ ңавнанда вынахалуй хабиця илевы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" У исхудавшего ханты не было жилья, целыми днями он постоянно ходил."," Вынахалуй ха-бицянд мята яңговы, ялэта ямбан’ ңобңэда ядэрцеты.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Ходит он так однажды, навстречу ему один большущий чум.", Ңобаңгуна ядэрманда сер’ ңоб” ңарка”я мядм’ ядабта.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Возле чума нашел семь лыж, вперед пошел, нашел семь совиков, потом семь малиц нашел, семь пар обуви, а затем возле чума нашел семь пар меховых чулок."," Мяд’ хэвахана си”ив ненэця’ ламбам’ хо, тад нерняку’ хэ”мяхаданда си”ив савакм’ хо, таддикад си”ив мальцям’, си”ив пиби хо, тад-дикад мято’ хэвахана си”ив ненэця’ тобак хо.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты, сняв лыжи, вошел в чум.", Вынахалуй хаби-цяр ламбида екахая мят’ тю.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" В чуме семь великанов ждут, когда еда сварится, по обеим сторонам очага стоят."," Мяд’ мюня си”ив сюдбяко пинна едамдо’ ңате”, ту’ сидя хэвахана тода выраи”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" После того, как исхудавший ханты зашел в чум, пошел по нежилой стороне чума, сел на колотые дрова."," Вынахалуй ха-бицяр мят’ тю”мяхаданда пелей’ нямна хая, пэвдю” ни’ тикан’ ңамды”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Исхудавший ханты говорит: — Почему вы одежду по частям разбросали?, Вынахалуй хабицяр ман”ма: — Паныда” ңамгэ пихиня ңоб”лад’ моёцяда”?,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Семеро великанов говорят: — Конечно, мы разбросали, мы ведь ничего не боимся."," Си”ив сюдбяр манзь ханадо’: — Ханяна” моёс”, маньзявана” ңули” ңамгэхэртахад нива” пин”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" У семи великанов котел сварился, начали кушать."," Си”ив сюдбянд едадо’ пи, ңаворць пэйд”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Исхудавшего ханты тоже накормили., Вынахалуй хаби-цям’ңобтарем’ңаваладо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Семь дней живет исхудавший ханты у семерых великанов., Вынахалуй хабицяр сянахав яля’ си”ив сюдбянда мякана таня иле” нив’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Однажды так говорит старший великан: — Завтра мы пойдем на самый север, в ледяную тундру.", Ся”ны’ ңэбто’ ңод” ңарка сюдбяр тарем’ ма”нив’: — Хуняңы яля’ ңэрм’ я’ сей салаба хоян’ хант” ни”ивам’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" На следующий день запрягли они оленей, которых никогда не запрягали, без всяких происшествий собрались."," Тебтад’ няна си”ив сюдбяр ниня мэта” тыдо’ пыдо’ подерңа”нё”, хурканда яңго харанда яңго хэванзь пядо’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Исхудавший ханты говорит: — Я бы тоже пошел с вами., Вынахалуй хабицяр ман”ма: — Мань ңод” нянанда” тоходама.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Семеро великанов говорят: — Исхудавший ханты, ты-то хорошо умеешь ходить пешком, вот и иди за нами."," Си”ив сюдбяр манзь ханадо’: — Вынахалуй хабиңэ, пыдахавар ядабат нинав’ сас”, маня” пумнана” яда тоин.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Сказав эти слова, семеро великанов направились на самый север, в ледяную тундру.", Тикы вадидо’ мэсо”махадандо’ си”ив сюдбяр ңэрм’ я’ сей салаба хоян’ ңэдала” нидам’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Как только тронулись семеро великанов, исхудавший ханты надел лыжи, направил свои лыжи прямой дорогой."," Си”ив сюдбяко’ ңэдалахава вынахалуй хабицяр ламбида сера, нензари явна ламбита пяда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты то на спину упадет, то вперед упадет, то встанет, в направлении какой-то земли он тронулся."," Вынахалуй хабицяр ңани’ лясасеты”, ңани’ пындерце-ты”, ңани’ юркасеты”, ңамгэ янда ед’ ңэб”нанда ңод” ңоб” пэрңгада.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Пока исхудавший ханты так, падая, шел, пришел в сердце ледяной тундры раньше семи великанов.", Вынахалуй хабицяр тарем’ мо”нэрць миндяханда си”ив сюдбянда нерня ңэрм’ я’ сей салаба хоян’ пыда тэв” ни”им’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Так он смотрит, семеро великанов только появились на той равнине.", Тарем’ сырпата си”ив сюдбяр техэ лабтахана тандая’ ңадимя”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Как только они подошли к сердцу ледяной тундры, семеро великанов только удивляются: — Как это еле идущий исхудавший ханты пришел раньше нас!", Ңэрм’ я’ сей салаба хоян’ тэварихива си”ив сюдбяр тэри пусэйд”: — Варехэта ядана вынахалуй хабиця нерна” няна ханзер” тэвы”!,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" И тогда старший великан сказал: — Теперь, когда будем возвращаться к себе домой, посмотрим, как он нас догонит!", Тикахавана ңарка сюдбяр манзь ханада: — Теда’ мяк”на хэба”на” сидна” тэвавамда манэ”тава”ма!,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 После этих слов только снег закружился за семью великанами., Тикы вадида мэсо”махаданда си”ив сюдбянд ха”аларидо’ хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Исхудавший ханты опять отправился падая в обратный путь., Вынахалуй хабицяр неры то”манда мюмня мо”нэрманза-вэй ңани’ пяда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Хоть и рваная у него малица, не мерзнет, не потеет, ничего такого не знает."," Мальцянда ңадсуй ңэб” ңод” ханимахад, нёхо-вахад ңоб” ңэда ехэра.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Опять падает — то на спину, то вперед."," Ңани’ лясасеты”, ңани’ пындерцеты”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" После того, как пришел исхудавший ханты в чум, семерых великанов не было столько времени, сколько варится котел.", Вынахалуй хабицянд мят’ то”махад си”ив сюдбяр ед’ пива’ пир-каван’ тамна яңгу”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Долго ли, коротко ли они жили, говорит старший великан: — Завтра отправимся мы в теплые земли, туда, где большие каменные и медные горы, будем соревноваться с исхудавшим ханты."," Сянд хунат’ иле”мяхадандо’ ңарка сюдбяр манзь ханада: — Тебтад няна иба я’ няңы ңарка пэ” хойха”, нярава’ хойха” хант” ни”ивам’, вынахалуй хабицява” пирдыраць нят” ни”и-вам’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Наутро стали собираться в теплые земли, где находятся большие каменные и медные горы.", Тебтад няна иба я’ няңы ңарка пэ” хойха” нярава хойха” хэ-ванзь пядо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Старший великан, слышно, так говорит: — Сейчас же мы поедем по аргишной тропе, по хорошей дороге."," Ңарка сюдбяр тарем’ маманонда: — Теда”яхав’ недарме”э’ мюмня, сава сехэры’ мюмня хант” ни”ивам’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты, наверняка, не обгонит нас.", Вынахалуй хабиця ся”на сидна” тэваңгу.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты двинулся в каком-то направлении, опять падает то на спину, то вперед, то опять встает."," Вынахалуй хабицяр ңамгэ янда ед’ пэрпата ңод” ңани’ лясасеты”, ңани’ пындерцеты”, ңани’ юркасеты”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 С горки катится на заднем месте., Едёй’ яха”на хар-цинда нийя едейко хэсеты.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Раньше семи великанов пришел исхудавший ханты к большим каменным и медным горам, которые находят ся в теплых землях.", Вынахалуй хабицяр си”ив сюдбянда нерня иба я’ няңы ңарка пэ” хойха” нярава хойха” цаха”на тэ-выць.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Вот через некоторое время появились семеро великанов, олени у них сильно устали."," Ңамгэ пирка”на си”ив сюдбяр ти ңадимда”, тыдо’ саць пэдавыд”, тыто’ пыи” си”мана тыто’ пэдё” ту’ лэёңэ ңадиберңа”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты говорит: — Семеро великанов, очень далеко оказалась эта земля, я сильно устал, не знаю, как до чума доеду, возьмите меня на нарту."," Вынахалуй хабицяр’ манзь ханада: — Си”ив сюдбяв, тюку яхавара” хубта я ңэвы, саць ңаркавна мань пэдэйв”, ханзер” мят’ тэваңгодакэв”, си”ми пэ-ңада”ма.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Они закричали в один голос: — Как это мы тебя повезем, сейчас-то и посмотрим, кто чего стоит."," Си”ив сюдбяр ңобт’ тёрэйд”: — Ханзер” сит пэндава”, теда’ тандая’ нина” хурка ңэвам’ са-вавна манэт” ни”ивам’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Старший великан говорит: — Если ты сейчас отстанешь от нас, то даже не думай, что мы тебя в живых оставим, пропадешь от мучительной болезни."," Ңарка сюдбяр манзь ханада: — Теда’ нядана” хаёбат илева’ нямна ир нёя ңа”, мая’ хабцяңгана саддодан.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Мы-то ведь, мы же сказали, совсем никого-то мы не боимся."," Ңани” маньзявана”, маня” ңо”маваци” хибякохор тан’ нули” нива” пин”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 После этих слов только снег заклубился за семью великанами., Тикы’ вадидо’ мэсо”махадандо’ си”ив сюдбяр хадандо’ ңылама”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты пошел к чуму, не торопясь, как и раньше, он то падает, то встает, то на спину ложится."," Вынахалуй хабицяр нись паромбю” мяканда яда, ңахат сермнанда ңани’ мо”насеты”, ңани’ лясасеты”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты думает: «Семеро великанов сказали же: никого мы не боимся, поэтому снимаем свою одежду на ходу, посмотрим же, как они никого не боятся»."," Вынахалуй хабицяр ихинанда ма: «Си”ив сюдбяр маци” ңани’ хибяхартан’ нива” пин’, ңадябя”на” панына” пихиня ңоб” яда екабина”, нива пинавамдо’ манэтава”ма”».",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Дошел исхудавший ханты до чума, семеро великанов разбросали свою одежду на улице."," Вынахалуй хабицяр мят’ тэвы”, си”ив сюдбяр паныдо’ ңоб” яда пихиня моё”мыдо’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты, сев перед дверью, положил одну стрелу на тетиву своего лука.", Вынахалуй хабицяр нё’ си’ няр’ ңамдахая ңынанда ен’ ни’ ңоб” муңгам’ мэ.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Пока он так, помогая себе ногой, натягивал тетиву, искры засверкали.", Ңынамда ңэ’ тяха’ нэкалпада-ханда татуда ңадимя”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Открыв дверь, начал стрелять в кипящий котел.", Не’ сим’ няцгаркая пинана нярава едм’ ядаба пя.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Семеро великанов, ожидая, пока приготовится еда, стоят по обеим сторонам очага.", Си”ив сюдбяр пинана едамдо’ ңате тундо’ сидика”на тода выраи”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" В тот момент, когда выстрелил лук исхудавшего ханты, стрела попала в котел, семеро великанов, испугавшись, прыгнули в разные стороны с криком, повыпрыгивали из-под нюков и превратились в искры."," Вынахалуй хабиця’ ңын’ пендава’ сер’, муңганда едан’ тебава’ сер’ Си”ив сюдбянд сейто’ хэва’ нид сяН яха” тё-рыць санэйд”, тахаё” сивня татуңэ лакада”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Истощенный ханты говорит: — Ну, и это ваше бесстрашие?"," Вынахалуй хабицяр ма”нив’: — Хына, ни”ма пин”мара” ти?",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Так с вами расправился., Сидда” тарем’ мэңгосадм’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
" Исхудавший ханты забрал себе богатство семи великанов, в настоящее время хорошо живет, только иногда во сне вспоминает, как был бедным и падал."," Вынахалуй хабицяр си”ив сюдбянда илебям’ пыда илебяданда мэйда, теда’ лахана сававна иле, ңахат вынахалуйңэ мо”нэро-”мамда нема’ юдэхэна ңояк” тенеда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
 Конец., Та’ малда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Нелемяко,Неле”мяко
"Когда-то давно, в то время, когда еще ничего не было, на берегу реки с мысами, жил один мужчина-охотник.","Ңавна хунанда, илева’ тяхана, ңарка саля яв’ яха’ варахана ханена хасава харета илевы.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Внешне мужчина-охотник — человек, низковатый человек, лицо широковатое, плечистый человек."," Ханена хасава манэсьГ’мнанда, не-нэцие” ңабц ламдорка ненэць’, сята латамбой марцёта ненэць’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Когда уходил вниз по реке на охоту, то долго ходил.", Явм’ ха”авра хане хэбта ханена хасава пон’ ядасеты.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Когда шел по тундре, доходил до устья реки, где уже земли не было видно."," Вымна миндяханда яв’ ня”авахана, ңарка вы’ ямда сусарабтасеты.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
 На краю большой тундровой земли приходил к безбрежным морям.," Ңарка вы’ янда, янда варахана ясяда ямгата пили” тэвасеты”",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
 Не видно дальнего берега безбрежного моря.,Ясяда явот техэ вардо’ ненэцие” сэв” тэри тяхалмы”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
 По середине безбрежного моря — ледяные горы из движущихся льдин.," Ясяди” ер-мана нензамбада” сэр” салабарка хоё, хоё сертавы”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Рядом с льдинами в низине большой белый медведь, белый медведь встречал мужчину-охотника: — Мужчина-охотник, зачем пришел?"," Салабарка’ хоё” хый лабтаха”на ңарка сэр” варк – сэроко явэ ханена хасавам’ ядабтасетыда: — Ханена хасава, ңамгэ тосан!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
 Ты пахнешь землей!, Яйха’ ңабтувна пыдар ңабтен!,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Не растопи мои ледяные горы, не разрушай мою ледяную равнину!"," Салаба хоёни нёнва холкабта”, салаба лабтини нёнва хуримда”!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Мужчина-охотник, если ты не уйдешь, расправлюсь с тобой, как тюлененком!"," Ханена хасава, ниба”анд” хань” няк’ нюдрев’ си”емд пядм’!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Как ударял мужчина-охотник белого медведя огромным кулаком, валил его обычно на ледяную равнину."," Ханена хасава сэроко явэм’ сюдбя тыранда ладаванда сер’, салаба лабта’ ни’ хавдасетыда.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Когда вверх по реке на охоту ходил, ходил он не одни семь дней.", Яхам’ танда хане хэбта ңока си”ив яля’ пыда ядасеты.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Заканчивалась тундровая земля, приходил к такому месту, где верхушки больших деревьев касались неба голубого, как сукно, далеко от поверхности земли плыли белесые облака, нежная рука теплого ветра гладила его волосы."," Ңарка вы’ ямда сусарабтасеты, сюдбяко” пя” тю”уй малдо’ сюнараха ной нумгад пере”, сэрококо” тир” я’ сяр нид ңаха”мна ха”ябты”, ибако мерцянда лимбека ңудада, ңэванда тармана ңудада салмы-ку.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Так же и бурый медведь показывался из своей берлоги наружу, поднимался на две задние лапы: — Мужчина-охотник, зачем ты пришел?"," Тикы тарця ңэсь паридена варк, я’ мята мюд’ пин’ ңадимзеты сидя пуңэ ни’ тю”у’ нулцеты”: -Ханена хасава, ңамгэ тосан?",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
" Мужчина-охотник, ты принес холод к моим рекам, озерам, к теплым лесам!"," Яхаха”ни, тохо”ни, ибако наро-хо”ни ханена хасава тецядам’ тан!",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Мужчина-охотник,Мэбета ханена
